일자,시도명,읍면동명,거주인구,근무인구,방문인구,총 유동인구,선불금액,배출량,데이터기준일자
2018-01-01,서귀포시,남원읍,291408.897,18744.131,219588.857,529741.884,1239600,37110,2020-12-15
2018-01-02,서귀포시,남원읍,290944.66,27781.676,166779.581,485505.917,1569850,47002,2020-12-15
2018-01-03,서귀포시,남원읍,287121.506,27767.075,181151.435,496040.016,1405650,42080,2020-12-15
2018-01-04,서귀포시,남원읍,279036.104,27045.987,188198.647,494280.738,1390250,41610,2020-12-15
2018-01-05,서귀포시,남원읍,287205.972,24824.666,171332.544,483363.182,1585700,47485,2020-12-15
2018-01-06,서귀포시,남원읍,287820.402,20225.755,203507.082,511553.24,1180950,35352,2020-12-15
2018-01-07,서귀포시,남원읍,295788.929,17764.307,186689.528,500242.764,1391500,41662,2020-12-15
2018-01-08,서귀포시,남원읍,288159.936,25453.073,166402.869,480015.877,1328350,39768,2020-12-15
2018-01-09,서귀포시,남원읍,287387.987,25295.671,177444.137,490127.796,1281850,38379,2020-12-15
2018-01-10,서귀포시,남원읍,291347.572,23248.081,165175.904,479771.557,923750,27650,2020-12-15
2018-01-11,서귀포시,남원읍,298167.688,21013.934,133391.492,452573.115,674800,20200,2020-12-15
2018-01-12,서귀포시,남원읍,297122.315,20657.86,139731.392,457511.568,1138700,34104,2020-12-15
2018-01-13,서귀포시,남원읍,288884.128,17467.832,184490.582,490842.543,1852250,55491,2020-12-15
2018-01-14,서귀포시,남원읍,291240.719,17695.899,224387.63,533324.247,1751200,52456,2020-12-15
2018-01-15,서귀포시,남원읍,281654.247,26377.295,208010.107,516041.648,1510950,45242,2020-12-15
2018-01-16,서귀포시,남원읍,282357.396,25995.979,190381.762,498735.137,948700,28419,2020-12-15
2018-01-17,서귀포시,남원읍,280542.937,25847.14,205060.027,511450.105,1543700,46212,2020-12-15
2018-01-18,서귀포시,남원읍,282848.995,26147.107,226565.416,535561.517,1608150,48163,2020-12-15
2018-01-19,서귀포시,남원읍,279346.769,26372.827,231199.297,536918.893,1533550,45921,2020-12-15
2018-01-20,서귀포시,남원읍,283495.483,20840.954,241941.239,546277.676,1614450,48355,2020-12-15
2018-01-21,서귀포시,남원읍,287369.045,19680.526,241988.553,549038.124,1324750,39666,2020-12-15
2018-01-22,서귀포시,남원읍,277951.774,26731.669,203651.886,508335.328,1486600,44504,2020-12-15
2018-01-23,서귀포시,남원읍,281898.801,25017.66,197426.505,504342.965,1352500,40495,2020-12-15
2018-01-24,서귀포시,남원읍,285863.925,23810.596,176802.594,486477.115,978500,29295,2020-12-15
2018-01-25,서귀포시,남원읍,283842.027,24645.019,189801.429,498288.475,1152250,34504,2020-12-15
2018-01-26,서귀포시,남원읍,279766.47,24495.996,182069.601,486332.067,1392400,41705,2020-12-15
2018-01-27,서귀포시,남원읍,282110.046,18788.191,225101.005,525999.241,1707700,51160,2020-12-15
2018-01-28,서귀포시,남원읍,291966.687,16432.26,209071.276,517470.222,1285250,38486,2020-12-15
2018-01-29,서귀포시,남원읍,281929.797,26602.888,183355.518,491888.203,1582050,47387,2020-12-15
2018-01-30,서귀포시,남원읍,281536.242,25786.453,177052.273,484374.967,1419800,42523,2020-12-15
2018-01-31,서귀포시,남원읍,276581.982,25941.202,174633.302,477156.486,1282000,38387,2020-12-15
2018-02-01,서귀포시,남원읍,302437.239,27374.848,152830.769,482642.856,1268450,37988,2020-12-15
2018-02-02,서귀포시,남원읍,298658.614,28756.812,175491.437,502906.862,1436100,43005,2020-12-15
2018-02-03,서귀포시,남원읍,302757.178,19168.369,129214.122,451139.669,867950,25987,2020-12-15
2018-02-04,서귀포시,남원읍,310646.308,18151.363,106452.824,435250.496,890000,26658,2020-12-15
2018-02-05,서귀포시,남원읍,307003.222,25167.695,99254.782,431425.699,975050,29197,2020-12-15
2018-02-06,서귀포시,남원읍,306876.177,26255.799,98606.595,431738.571,1080550,32349,2020-12-15
2018-02-07,서귀포시,남원읍,300392.464,27204.493,121136.728,448733.685,1405750,42088,2020-12-15
2018-02-08,서귀포시,남원읍,303741.253,25191.101,121811.158,450743.512,1354650,40572,2020-12-15
2018-02-09,서귀포시,남원읍,289929.793,27790.83,143575.998,461296.621,1613800,48329,2020-12-15
2018-02-10,서귀포시,남원읍,291507.943,20515.886,137814.72,449838.549,1369150,41011,2020-12-15
2018-02-11,서귀포시,남원읍,294713.052,18705.014,133552.148,446970.214,1500950,44949,2020-12-15
2018-02-12,서귀포시,남원읍,287575.38,24002.887,117730.69,429308.957,1330400,39822,2020-12-15
2018-02-13,서귀포시,남원읍,283093.977,23588.238,123825.94,430508.155,1334900,39961,2020-12-15
2018-02-14,서귀포시,남원읍,273056.434,22851.24,132610.941,428518.615,1686950,50519,2020-12-15
2018-02-15,서귀포시,남원읍,282152.631,15303.544,225116.372,522572.547,1644200,49215,2020-12-15
2018-02-16,서귀포시,남원읍,270903.155,14371.342,363693.343,648967.84,979400,29315,2020-12-15
2018-02-17,서귀포시,남원읍,271553.036,14090.018,230884.071,516527.125,1286400,38522,2020-12-15
2018-02-18,서귀포시,남원읍,280575.039,14795.173,171038.079,466408.291,1522400,45580,2020-12-15
2018-02-19,서귀포시,남원읍,277903.962,22205.0,145476.052,445585.014,1185950,35507,2020-12-15
2018-02-20,서귀포시,남원읍,277229.322,24750.942,163087.833,465068.096,1442500,43189,2020-12-15
2018-02-21,서귀포시,남원읍,274208.361,23818.15,167479.688,465506.199,1279600,38312,2020-12-15
2018-02-22,서귀포시,남원읍,273451.229,24366.933,172710.239,470528.4,1462600,43808,2020-12-15
2018-02-23,서귀포시,남원읍,273136.67,24456.825,171631.733,469225.228,1324750,39645,2020-12-15
2018-02-24,서귀포시,남원읍,273400.362,18545.337,204256.83,496202.529,1483400,44415,2020-12-15
2018-02-25,서귀포시,남원읍,280588.4,16938.912,193806.747,491334.059,1357950,40649,2020-12-15
2018-02-26,서귀포시,남원읍,271297.291,23758.178,185576.257,480631.726,1591500,47645,2020-12-15
2018-02-27,서귀포시,남원읍,273619.216,23511.058,182434.94,479565.214,1684450,50446,2020-12-15
2018-02-28,서귀포시,남원읍,276159.837,22013.799,130893.289,429066.926,728300,21815,2020-12-15
2018-03-01,서귀포시,남원읍,287889.945,18257.832,143667.261,449815.037,1530200,45820,2020-12-15
2018-03-02,서귀포시,남원읍,270119.629,24550.377,166026.638,460696.643,1618250,48457,2020-12-15
2018-03-03,서귀포시,남원읍,282021.976,18662.199,167096.805,467780.98,1593850,47741,2020-12-15
2018-03-04,서귀포시,남원읍,285381.886,15594.538,144896.956,445873.38,1338950,40080,2020-12-15
2018-03-05,서귀포시,남원읍,264939.541,22034.292,110418.126,397391.959,1464450,43861,2020-12-15
2018-03-06,서귀포시,남원읍,259288.105,22460.772,127217.172,408966.05,1534700,45952,2020-12-15
2018-03-07,서귀포시,남원읍,261831.876,23014.029,121244.061,406089.966,1018950,30507,2020-12-15
2018-03-08,서귀포시,남원읍,264598.73,22586.487,111938.172,399123.388,1377500,41240,2020-12-15
2018-03-09,서귀포시,남원읍,259408.494,23708.371,138550.487,421667.352,1471800,44062,2020-12-15
2018-03-10,서귀포시,남원읍,270541.024,17784.307,180522.706,468848.037,1506950,45122,2020-12-15
2018-03-11,서귀포시,남원읍,280409.341,16787.08,178889.887,476086.309,1487650,44542,2020-12-15
2018-03-12,서귀포시,남원읍,260057.193,24803.521,143423.443,428284.157,1295300,38773,2020-12-15
2018-03-13,서귀포시,남원읍,259602.84,24503.462,157453.692,441559.994,1375600,41178,2020-12-15
2018-03-14,서귀포시,남원읍,257736.526,24979.599,156767.598,439483.723,1344450,40256,2020-12-15
2018-03-15,서귀포시,남원읍,263588.534,23515.269,122815.093,409918.897,783400,23458,2020-12-15
2018-03-16,서귀포시,남원읍,258141.008,23000.248,134796.268,415937.524,1534000,45929,2020-12-15
2018-03-17,서귀포시,남원읍,266404.363,17735.03,175205.292,459344.685,1378950,41286,2020-12-15
2018-03-18,서귀포시,남원읍,274999.297,15612.878,171105.443,461717.619,1245100,37274,2020-12-15
2018-03-19,서귀포시,남원읍,256037.77,22193.025,141015.128,419245.923,1365500,40885,2020-12-15
2018-03-20,서귀포시,남원읍,257102.883,22334.068,133722.767,413159.718,920750,27558,2020-12-15
2018-03-21,서귀포시,남원읍,256033.12,21148.603,136592.294,413774.017,1507550,45138,2020-12-15
2018-03-22,서귀포시,남원읍,255944.331,22583.387,161384.719,439912.437,1555000,46564,2020-12-15
2018-03-23,서귀포시,남원읍,248821.425,22933.157,189064.967,460819.549,1406650,42116,2020-12-15
2018-03-24,서귀포시,남원읍,255401.742,16768.569,197941.713,470112.024,1560450,46736,2020-12-15
2018-03-25,서귀포시,남원읍,271625.498,16284.287,191138.735,479048.52,1482050,44380,2020-12-15
2018-03-26,서귀포시,남원읍,256572.406,23272.711,168471.756,448316.873,1426500,42700,2020-12-15
2018-03-27,서귀포시,남원읍,253247.546,23324.281,172858.46,449430.288,1354200,40540,2020-12-15
2018-03-28,서귀포시,남원읍,252204.033,21608.283,196830.336,470642.652,1315550,39395,2020-12-15
2018-03-29,서귀포시,남원읍,250482.755,21945.197,214846.612,487274.563,1470150,44009,2020-12-15
2018-03-30,서귀포시,남원읍,249640.893,22320.659,187607.674,459569.226,1327150,39734,2020-12-15
2018-03-31,서귀포시,남원읍,258196.771,16002.955,189873.597,464073.323,1396800,41834,2020-12-15
2018-04-01,서귀포시,남원읍,280285.258,19765.149,178565.214,478615.62,1534200,45944,2020-12-15
2018-04-02,서귀포시,남원읍,269858.049,30027.247,153246.278,453131.574,1520350,45526,2020-12-15
2018-04-03,서귀포시,남원읍,264040.356,30425.861,166518.058,460984.275,1518950,45477,2020-12-15
2018-04-04,서귀포시,남원읍,261468.488,29107.426,175195.385,465771.299,1429050,42789,2020-12-15
2018-04-05,서귀포시,남원읍,262353.436,25906.556,160532.125,448792.117,1053650,31546,2020-12-15
2018-04-06,서귀포시,남원읍,263372.581,27565.721,177034.629,467972.93,1258600,37686,2020-12-15
2018-04-07,서귀포시,남원읍,265952.897,19621.674,180180.223,465754.793,1134850,33978,2020-12-15
2018-04-08,서귀포시,남원읍,276574.084,19304.233,196444.308,492322.626,1478100,44266,2020-12-15
2018-04-09,서귀포시,남원읍,262297.528,28161.021,177595.78,468054.329,1304900,39054,2020-12-15
2018-04-10,서귀포시,남원읍,258928.486,29029.408,186771.779,474729.673,1537650,46042,2020-12-15
2018-04-11,서귀포시,남원읍,260093.729,27915.606,181466.56,469475.895,1629900,48821,2020-12-15
2018-04-12,서귀포시,남원읍,258356.466,28945.876,195815.622,483117.965,1507400,45148,2020-12-15
2018-04-13,서귀포시,남원읍,252981.827,26942.149,185775.565,465699.541,1354750,40559,2020-12-15
2018-04-14,서귀포시,남원읍,262386.994,15714.231,169689.534,447790.759,1602650,48011,2020-12-15
2018-04-15,서귀포시,남원읍,269204.59,18028.353,199772.591,487005.534,1611900,48268,2020-12-15
2018-04-16,서귀포시,남원읍,258655.624,27727.004,179285.078,465667.706,1275500,38187,2020-12-15
2018-04-17,서귀포시,남원읍,254447.694,26629.009,179565.64,460642.343,1648250,49358,2020-12-15
2018-04-18,서귀포시,남원읍,252519.126,26317.296,180934.946,459771.368,1710050,51225,2020-12-15
2018-04-19,서귀포시,남원읍,252121.92,26697.597,187242.585,466062.102,1263950,37838,2020-12-15
2018-04-20,서귀포시,남원읍,252155.37,26163.039,194012.641,472331.051,1357050,40622,2020-12-15
2018-04-21,서귀포시,남원읍,258059.416,19429.659,209881.614,487370.69,1612600,48293,2020-12-15
2018-04-22,서귀포시,남원읍,272745.851,16415.203,174319.27,463480.324,805950,24122,2020-12-15
2018-04-23,서귀포시,남원읍,261046.659,23460.654,135732.988,420240.3,743550,22260,2020-12-15
2018-04-24,서귀포시,남원읍,253569.505,25517.239,162925.775,442012.519,1546400,46288,2020-12-15
2018-04-25,서귀포시,남원읍,255804.031,24707.238,180976.889,461488.158,1708050,51152,2020-12-15
2018-04-26,서귀포시,남원읍,254781.849,25958.177,197169.443,477909.469,1782650,53383,2020-12-15
2018-04-27,서귀포시,남원읍,252568.026,26459.765,187979.085,467006.876,1375600,41184,2020-12-15
2018-04-28,서귀포시,남원읍,261802.81,19539.79,212318.893,493661.493,1870600,56024,2020-12-15
2018-04-29,서귀포시,남원읍,266632.145,18251.392,207113.302,491996.838,1580950,47342,2020-12-15
2018-04-30,서귀포시,남원읍,257526.965,23375.857,166572.566,447475.387,945450,28288,2020-12-15
2018-05-01,서귀포시,남원읍,269596.475,22044.168,172136.383,463777.027,1340750,40143,2020-12-15
2018-05-02,서귀포시,남원읍,265332.046,26295.314,165673.051,457300.41,1499100,44881,2020-12-15
2018-05-03,서귀포시,남원읍,262772.701,26121.581,181276.056,470170.338,1350150,40413,2020-12-15
2018-05-04,서귀포시,남원읍,260660.415,26913.883,170742.861,458317.159,1394250,41739,2020-12-15
2018-05-05,서귀포시,남원읍,262785.524,17474.972,208451.089,488711.585,1775950,53187,2020-12-15
2018-05-06,서귀포시,남원읍,278597.361,13306.673,178220.514,470124.548,1235900,37015,2020-12-15
2018-05-07,서귀포시,남원읍,274367.243,17523.894,176082.187,467973.324,1408150,42155,2020-12-15
2018-05-08,서귀포시,남원읍,260168.262,26239.267,159137.244,445544.773,1285450,38488,2020-12-15
2018-05-09,서귀포시,남원읍,257902.892,26751.501,171370.697,456025.09,1444850,43247,2020-12-15
2018-05-10,서귀포시,남원읍,256800.132,26311.436,194209.646,477321.215,1294150,38745,2020-12-15
2018-05-11,서귀포시,남원읍,257770.652,26367.476,190369.661,474507.789,1437800,43034,2020-12-15
2018-05-12,서귀포시,남원읍,261340.795,18728.821,182805.705,462875.321,1305150,39084,2020-12-15
2018-05-13,서귀포시,남원읍,269858.053,15131.413,167132.151,452121.618,1374300,41142,2020-12-15
2018-05-14,서귀포시,남원읍,253434.454,27749.077,170689.905,451873.436,1382250,41372,2020-12-15
2018-05-15,서귀포시,남원읍,252463.608,25993.838,193689.492,472146.938,1359100,40695,2020-12-15
2018-05-16,서귀포시,남원읍,253844.6,25405.72,205456.555,484706.874,1088100,32559,2020-12-15
2018-05-17,서귀포시,남원읍,252316.979,24234.394,189379.371,465930.745,1102450,33006,2020-12-15
2018-05-18,서귀포시,남원읍,254941.526,25615.339,172334.862,452891.727,1747500,52332,2020-12-15
2018-05-19,서귀포시,남원읍,256378.603,17503.837,176342.641,450225.081,1323300,39626,2020-12-15
2018-05-20,서귀포시,남원읍,267086.234,15634.476,199044.011,481764.721,1489200,44587,2020-12-15
2018-05-21,서귀포시,남원읍,259348.164,24059.398,197345.169,480752.731,1352900,40484,2020-12-15
2018-05-22,서귀포시,남원읍,267169.512,17048.571,196592.454,480810.537,1590600,47616,2020-12-15
2018-05-23,서귀포시,남원읍,259023.684,25592.337,167930.35,452546.372,1283100,38405,2020-12-15
2018-05-24,서귀포시,남원읍,255717.393,25371.056,179170.509,460258.958,1444750,43247,2020-12-15
2018-05-25,서귀포시,남원읍,251188.042,25005.082,173853.554,450046.678,1246350,37317,2020-12-15
2018-05-26,서귀포시,남원읍,258554.849,17389.259,185961.541,461905.648,1206600,36110,2020-12-15
2018-05-27,서귀포시,남원읍,268094.081,15273.254,218266.007,501633.343,1506100,45092,2020-12-15
2018-05-28,서귀포시,남원읍,254570.423,24359.265,173950.391,452880.078,1119650,33509,2020-12-15
2018-05-29,서귀포시,남원읍,247889.553,25017.892,186719.302,459626.748,1364550,40836,2020-12-15
2018-05-30,서귀포시,남원읍,252282.056,25986.818,189340.802,467609.676,1496300,44786,2020-12-15
2018-05-31,서귀포시,남원읍,249477.161,25710.377,188364.118,463551.656,1368000,40931,2020-12-15
2018-06-01,서귀포시,남원읍,262079.717,28561.286,158193.042,448834.045,1298000,38840,2020-12-15
2018-06-02,서귀포시,남원읍,268747.927,21385.769,184624.976,474758.672,1188800,35571,2020-12-15
2018-06-03,서귀포시,남원읍,281112.267,18451.428,187762.506,487326.2,1680350,50305,2020-12-15
2018-06-04,서귀포시,남원읍,264381.998,29311.925,169649.931,463343.854,1460050,43709,2020-12-15
2018-06-05,서귀포시,남원읍,266085.117,26995.591,149248.569,442329.277,1205000,36067,2020-12-15
2018-06-06,서귀포시,남원읍,276574.991,20975.567,191650.106,489200.664,1439750,43084,2020-12-15
2018-06-07,서귀포시,남원읍,263543.764,29130.513,173749.415,466423.693,1424150,42628,2020-12-15
2018-06-08,서귀포시,남원읍,263002.749,29313.907,181987.4,474304.055,1428200,42742,2020-12-15
2018-06-09,서귀포시,남원읍,268812.306,21207.435,208803.53,498823.272,1459150,43684,2020-12-15
2018-06-10,서귀포시,남원읍,278186.085,16770.086,182697.365,477653.536,1343750,40214,2020-12-15
2018-06-11,서귀포시,남원읍,267297.959,29056.572,161171.402,457525.933,1327950,39739,2020-12-15
2018-06-12,서귀포시,남원읍,264339.618,29982.508,177797.46,472119.586,1555650,46563,2020-12-15
2018-06-13,서귀포시,남원읍,275876.309,22461.862,191365.035,489703.206,1548400,46343,2020-12-15
2018-06-14,서귀포시,남원읍,259905.916,28488.283,173899.324,462293.523,1376750,41201,2020-12-15
2018-06-15,서귀포시,남원읍,256850.755,25805.257,165341.031,447997.043,1464100,43812,2020-12-15
2018-06-16,서귀포시,남원읍,261125.149,18700.355,196206.122,476031.626,1440850,43138,2020-12-15
2018-06-17,서귀포시,남원읍,273290.855,18209.103,200749.768,492249.726,1491850,44663,2020-12-15
2018-06-18,서귀포시,남원읍,263218.471,28486.866,176036.287,467741.624,1577100,47214,2020-12-15
2018-06-19,서귀포시,남원읍,258988.882,26964.823,161695.988,447649.692,1019550,30521,2020-12-15
2018-06-20,서귀포시,남원읍,259904.685,27226.218,184678.2,471809.104,1904400,57016,2020-12-15
2018-06-21,서귀포시,남원읍,258548.418,28555.004,191248.887,478352.308,1325150,39644,2020-12-15
2018-06-22,서귀포시,남원읍,255664.036,27030.661,188755.468,471450.165,1288050,38550,2020-12-15
2018-06-23,서귀포시,남원읍,261475.212,19715.547,206724.194,487914.953,1725400,51662,2020-12-15
2018-06-24,서귀포시,남원읍,269378.375,17648.655,207680.815,494707.845,1559800,46690,2020-12-15
2018-06-25,서귀포시,남원읍,260484.078,26885.89,179436.921,466806.889,1472150,44064,2020-12-15
2018-06-26,서귀포시,남원읍,255550.879,25606.599,169578.04,450735.518,1312150,39266,2020-12-15
2018-06-27,서귀포시,남원읍,257740.418,24993.237,159860.251,442593.907,1431150,42827,2020-12-15
2018-06-28,서귀포시,남원읍,258877.775,24911.272,157075.679,440864.726,961650,28779,2020-12-15
2018-06-29,서귀포시,남원읍,256451.506,25126.26,170100.11,451677.876,1516250,45375,2020-12-15
2018-06-30,서귀포시,남원읍,267446.818,16762.832,166048.513,450258.164,1061900,31780,2020-12-15
2018-07-01,서귀포시,남원읍,292868.897,18922.31,138277.928,450069.136,2033700,60876,2020-12-15
2018-07-02,서귀포시,남원읍,276379.856,27954.725,118067.68,422402.261,1641650,49139,2020-12-15
2018-07-03,서귀포시,남원읍,279015.666,27235.789,109500.786,415752.242,1277950,38250,2020-12-15
2018-07-04,서귀포시,남원읍,271215.886,28976.631,143395.398,443587.915,1432700,42870,2020-12-15
2018-07-05,서귀포시,남원읍,268612.121,28220.207,154267.464,451099.792,1602400,47960,2020-12-15
2018-07-06,서귀포시,남원읍,267607.634,26381.567,147189.439,441178.64,1185900,35500,2020-12-15
2018-07-07,서귀포시,남원읍,270553.129,19920.468,166209.029,456682.626,1458700,43664,2020-12-15
2018-07-08,서귀포시,남원읍,280445.185,17458.972,175627.081,473531.239,1437400,43014,2020-12-15
2018-07-09,서귀포시,남원읍,268858.672,28287.89,157496.525,454643.088,1654800,49542,2020-12-15
2018-07-10,서귀포시,남원읍,268049.842,29122.401,160214.742,457386.985,1551600,46434,2020-12-15
2018-07-11,서귀포시,남원읍,270227.796,27734.889,169595.975,467558.66,1504450,45040,2020-12-15
2018-07-12,서귀포시,남원읍,269610.013,28325.116,176165.681,474100.81,1518050,45427,2020-12-15
2018-07-13,서귀포시,남원읍,267409.612,27705.721,176596.964,471712.297,1709450,51167,2020-12-15
2018-07-14,서귀포시,남원읍,266398.756,21374.014,205185.185,492957.955,1736250,51983,2020-12-15
2018-07-15,서귀포시,남원읍,278693.956,19601.993,202530.114,500826.063,1708450,51145,2020-12-15
2018-07-16,서귀포시,남원읍,267040.545,29641.15,178043.258,474724.953,1585900,47463,2020-12-15
2018-07-17,서귀포시,남원읍,265333.997,29162.576,183664.29,478160.863,1639600,49087,2020-12-15
2018-07-18,서귀포시,남원읍,266828.369,28116.078,173828.35,468772.797,1612450,48251,2020-12-15
2018-07-19,서귀포시,남원읍,267519.357,28142.578,179418.707,475080.642,1559100,46664,2020-12-15
2018-07-20,서귀포시,남원읍,268351.41,27524.439,176043.784,471919.633,1691050,50616,2020-12-15
2018-07-21,서귀포시,남원읍,267708.62,21243.578,201538.84,490491.039,1642550,49167,2020-12-15
2018-07-22,서귀포시,남원읍,276762.901,16593.464,217833.599,511189.964,1640600,49116,2020-12-15
2018-07-23,서귀포시,남원읍,272438.785,27296.454,184567.599,484302.838,1551650,46439,2020-12-15
2018-07-24,서귀포시,남원읍,267365.06,28269.142,188003.671,483637.872,1676100,50169,2020-12-15
2018-07-25,서귀포시,남원읍,268721.566,29207.227,188366.077,486294.87,1432850,42887,2020-12-15
2018-07-26,서귀포시,남원읍,270685.661,27357.62,191438.246,489481.528,1598650,47840,2020-12-15
2018-07-27,서귀포시,남원읍,267622.833,27293.506,200004.326,494920.666,1659900,49684,2020-12-15
2018-07-28,서귀포시,남원읍,269576.268,22081.77,224394.472,516052.51,1869300,55969,2020-12-15
2018-07-29,서귀포시,남원읍,271697.588,17636.119,224760.379,514094.085,1884800,56423,2020-12-15
2018-07-30,서귀포시,남원읍,264515.54,24736.221,204269.896,493521.657,1581650,47326,2020-12-15
2018-07-31,서귀포시,남원읍,265239.653,24599.856,207662.345,497501.854,1678800,50253,2020-12-15
2018-08-01,서귀포시,남원읍,285572.404,26275.587,183879.171,495727.162,1806050,54059,2020-12-15
2018-08-02,서귀포시,남원읍,280221.604,25730.01,185394.562,491346.177,1680400,50288,2020-12-15
2018-08-03,서귀포시,남원읍,277808.916,24900.477,192575.975,495285.369,1645650,49249,2020-12-15
2018-08-04,서귀포시,남원읍,279927.102,19406.032,217654.815,516987.949,1642200,49156,2020-12-15
2018-08-05,서귀포시,남원읍,291868.611,17871.583,218116.669,527856.864,1826850,54689,2020-12-15
2018-08-06,서귀포시,남원읍,285297.431,26595.962,194326.928,506220.321,1927550,57698,2020-12-15
2018-08-07,서귀포시,남원읍,283016.698,26895.351,197007.114,506919.163,1620400,48496,2020-12-15
2018-08-08,서귀포시,남원읍,282970.256,25948.536,194380.286,503299.078,1535200,45939,2020-12-15
2018-08-09,서귀포시,남원읍,278429.737,26922.808,183694.048,489046.593,1659900,49695,2020-12-15
2018-08-10,서귀포시,남원읍,275079.279,25707.718,206149.509,506936.506,1885850,56453,2020-12-15
2018-08-11,서귀포시,남원읍,281400.738,18570.093,201779.445,501750.275,1557450,46610,2020-12-15
2018-08-12,서귀포시,남원읍,288978.412,16503.995,194382.385,499864.791,1587050,47488,2020-12-15
2018-08-13,서귀포시,남원읍,277228.543,24921.559,184258.178,486408.28,1568450,46941,2020-12-15
2018-08-14,서귀포시,남원읍,271524.444,25710.144,187282.516,484517.105,1816950,54392,2020-12-15
2018-08-15,서귀포시,남원읍,288059.324,19806.061,199159.591,507024.975,1782850,53377,2020-12-15
2018-08-16,서귀포시,남원읍,279976.458,25006.151,162391.693,467374.302,1377350,41226,2020-12-15
2018-08-17,서귀포시,남원읍,271281.524,25429.347,175523.917,472234.788,1839350,55071,2020-12-15
2018-08-18,서귀포시,남원읍,276856.118,19419.338,200277.663,496553.119,1532950,45887,2020-12-15
2018-08-19,서귀포시,남원읍,284185.23,16815.445,189396.231,490396.905,1538550,46031,2020-12-15
2018-08-20,서귀포시,남원읍,271967.524,24498.273,165404.502,461870.299,1583750,47395,2020-12-15
2018-08-21,서귀포시,남원읍,269463.677,25777.667,161875.741,457117.085,1839250,55046,2020-12-15
2018-08-22,서귀포시,남원읍,277246.633,24150.418,145365.922,446762.974,1279450,38293,2020-12-15
2018-08-23,서귀포시,남원읍,296828.551,21455.189,112170.911,430454.651,711250,21284,2020-12-15
2018-08-24,서귀포시,남원읍,271819.856,24931.485,135116.965,431868.306,1986200,59453,2020-12-15
2018-08-25,서귀포시,남원읍,274861.882,17695.077,170141.499,462698.458,1385400,41469,2020-12-15
2018-08-26,서귀포시,남원읍,279628.015,15543.195,177928.143,473099.353,1528300,45740,2020-12-15
2018-08-27,서귀포시,남원읍,268681.073,26025.059,172602.894,467309.026,1516800,45403,2020-12-15
2018-08-28,서귀포시,남원읍,263850.576,26553.655,192775.368,483179.599,1685250,50456,2020-12-15
2018-08-29,서귀포시,남원읍,260936.676,27600.221,202389.337,490926.235,1291950,38665,2020-12-15
2018-08-30,서귀포시,남원읍,262391.715,27147.841,181682.325,471221.882,1515900,45369,2020-12-15
2018-08-31,서귀포시,남원읍,262935.81,26462.387,171976.976,461375.173,1417200,42412,2020-12-15
2018-09-01,서귀포시,남원읍,288390.893,18762.398,155913.03,463066.321,1094850,32773,2020-12-15
2018-09-02,서귀포시,남원읍,288814.27,16670.962,178335.92,483821.152,1375000,41148,2020-12-15
2018-09-03,서귀포시,남원읍,271209.857,24665.322,142110.59,437985.769,1525050,45645,2020-12-15
2018-09-04,서귀포시,남원읍,266026.335,25272.566,168178.331,459477.231,1425250,42658,2020-12-15
2018-09-05,서귀포시,남원읍,268139.165,25762.807,174009.856,467911.827,1296650,38805,2020-12-15
2018-09-06,서귀포시,남원읍,268738.218,24931.414,177490.056,471159.688,1573250,47089,2020-12-15
2018-09-07,서귀포시,남원읍,269309.425,23115.275,173108.909,465533.61,1558100,46649,2020-12-15
2018-09-08,서귀포시,남원읍,277892.8,18415.637,205648.817,501957.255,1675800,50178,2020-12-15
2018-09-09,서귀포시,남원읍,284609.098,16491.211,205415.465,506515.774,1449450,43386,2020-12-15
2018-09-10,서귀포시,남원읍,268682.255,23765.217,152751.262,445198.735,1488850,44559,2020-12-15
2018-09-11,서귀포시,남원읍,262653.176,24515.325,167540.872,454709.373,1615200,48352,2020-12-15
2018-09-12,서귀포시,남원읍,258859.771,23958.588,189442.738,472261.096,1098800,32879,2020-12-15
2018-09-13,서귀포시,남원읍,271944.547,22227.076,188022.75,482194.374,830400,24861,2020-12-15
2018-09-14,서귀포시,남원읍,266636.827,23627.327,187594.063,477858.217,1743600,52163,2020-12-15
2018-09-15,서귀포시,남원읍,275956.56,17973.869,201605.809,495536.238,1805050,54064,2020-12-15
2018-09-16,서귀포시,남원읍,280905.728,16342.958,187648.381,484897.068,1541300,46140,2020-12-15
2018-09-17,서귀포시,남원읍,267765.976,23780.861,137245.885,428792.722,1304000,39023,2020-12-15
2018-09-18,서귀포시,남원읍,261372.168,24293.339,154453.345,440118.853,1721550,51527,2020-12-15
2018-09-19,서귀포시,남원읍,262427.415,24138.889,158320.394,444886.698,1466550,43902,2020-12-15
2018-09-20,서귀포시,남원읍,260848.004,23944.427,153801.742,438594.172,1558550,46646,2020-12-15
2018-09-21,서귀포시,남원읍,263492.495,22895.31,142301.69,428689.495,1635250,48948,2020-12-15
2018-09-22,서귀포시,남원읍,270421.648,16755.141,187497.003,474673.792,1726750,51674,2020-12-15
2018-09-23,서귀포시,남원읍,276989.036,15865.122,287497.677,580351.835,1921100,57496,2020-12-15
2018-09-24,서귀포시,남원읍,268133.908,13862.883,377054.067,659050.858,1372050,41050,2020-12-15
2018-09-25,서귀포시,남원읍,270563.898,14584.599,263262.431,548410.928,1554200,46515,2020-12-15
